Model,P/N,Source Row,Column,Header Path,Raw Value,Interpreted Field,Variant ID,Validation Status
Galaxy S26 Ultra,-,5,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.15,field,RET- 17-18-R5,PASSED_VALIDATION
Galaxy S26 Ultra,-,5,H,TRADE_UP > ส่วนลดเทรดอัพ (Trade Up Discount),5000.0,field,RET- 17-18-R5,PASSED_VALIDATION
Galaxy S26 Ultra,-,5,I,TRADE_UP > รหัสการชำระ (Payment Code: T-UP-CO-S),T-UP-CO-S,field,RET- 17-18-R5,PASSED_VALIDATION
Galaxy S26 Ultra,-,5,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),44900.0,field,RET- 17-18-R5,PASSED_VALIDATION
Galaxy S26 Ultra,-,5,K,FLASH_SALE > ส่วนลดพิเศษ (Flash Sale Discount),8000.0,field,RET- 17-18-R5,PASSED_VALIDATION
Galaxy S26 Ultra,-,5,L,FLASH_SALE > ราคาหลังหักส่วนลด (Flash Sale Net),46900.0,field,RET- 17-18-R5,PASSED_VALIDATION
Galaxy S26 Ultra,-,5,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),โปรนักเรียนไม่ร่วมกับส่วนลดหรือโปรใดๆ,field,RET- 17-18-R5,PASSED_VALIDATION
Galaxy S26 Ultra,-,6,D,STANDARD_PAYMENT > ราคาปกติ (RRP),46900.0,field,RET- 17-18-R6,PASSED_VALIDATION
Galaxy S26 Ultra,-,6,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),5000.0,field,RET- 17-18-R6,PASSED_VALIDATION
Galaxy S26 Ultra,-,6,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 17-18-R6,PASSED_VALIDATION
Galaxy S26 Ultra,-,6,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.15,field,RET- 17-18-R6,PASSED_VALIDATION
Galaxy S26 Ultra,-,6,H,TRADE_UP > ส่วนลดเทรดอัพ (Trade Up Discount),2000.0,field,RET- 17-18-R6,PASSED_VALIDATION
Galaxy S26 Ultra,-,6,I,TRADE_UP > รหัสการชำระ (Payment Code: T-UP-CO-S),T-UP-CO-S,field,RET- 17-18-R6,PASSED_VALIDATION
Galaxy S26 Ultra,-,6,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),39900.0,field,RET- 17-18-R6,PASSED_VALIDATION
Galaxy S26 Ultra,-,6,K,FLASH_SALE > ส่วนลดพิเศษ (Flash Sale Discount),7000.0,field,RET- 17-18-R6,PASSED_VALIDATION
Galaxy S26 Ultra,-,6,L,FLASH_SALE > ราคาหลังหักส่วนลด (Flash Sale Net),39900.0,field,RET- 17-18-R6,PASSED_VALIDATION
Galaxy S26 Ultra,-,6,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),โปรนักเรียนไม่ร่วมกับส่วนลดหรือโปรใดๆ,field,RET- 17-18-R6,PASSED_VALIDATION
Galaxy S26+,-,7,D,STANDARD_PAYMENT > ราคาปกติ (RRP),48900.0,field,RET- 17-18-R7,PASSED_VALIDATION
Galaxy S26+,-,7,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),12000.0,field,RET- 17-18-R7,PASSED_VALIDATION
Galaxy S26+,-,7,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 17-18-R7,PASSED_VALIDATION
Galaxy S26+,-,7,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),36900.0,field,RET- 17-18-R7,PASSED_VALIDATION
Galaxy S26+,-,8,D,STANDARD_PAYMENT > ราคาปกติ (RRP),40900.0,field,RET- 17-18-R8,PASSED_VALIDATION
Galaxy S26+,-,8,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),10000.0,field,RET- 17-18-R8,PASSED_VALIDATION
Galaxy S26+,-,8,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 17-18-R8,PASSED_VALIDATION
Galaxy S26+,-,8,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),30900.0,field,RET- 17-18-R8,PASSED_VALIDATION
Galaxy S26,-,9,D,STANDARD_PAYMENT > ราคาปกติ (RRP),41900.0,field,RET- 17-18-R9,PASSED_VALIDATION
Galaxy S26,-,9,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),12000.0,field,RET- 17-18-R9,PASSED_VALIDATION
Galaxy S26,-,9,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 17-18-R9,PASSED_VALIDATION
Galaxy S26,-,9,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),29900.0,field,RET- 17-18-R9,PASSED_VALIDATION
Galaxy S26,-,10,D,STANDARD_PAYMENT > ราคาปกติ (RRP),33900.0,field,RET- 17-18-R10,PASSED_VALIDATION
Galaxy S26,-,10,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),6000.0,field,RET- 17-18-R10,PASSED_VALIDATION
Galaxy S26,-,10,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 17-18-R10,PASSED_VALIDATION
Galaxy S26,-,10,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),27900.0,field,RET- 17-18-R10,PASSED_VALIDATION
Galaxy S25 Ultra,-,11,D,STANDARD_PAYMENT > ราคาปกติ (RRP),42900.0,field,RET- 17-18-R11,PASSED_VALIDATION
Galaxy S25 Ultra,-,11,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),12000.0,field,RET- 17-18-R11,PASSED_VALIDATION
Galaxy S25 Ultra,-,11,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 17-18-R11,PASSED_VALIDATION
Galaxy S25 Ultra,-,11,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),30900.0,field,RET- 17-18-R11,PASSED_VALIDATION
Galaxy S25 Ultra,-,11,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),"รหัส SM- ระบบลด (12,000)
รหัส F- ระบบลด (6,000)",field,RET- 17-18-R11,PASSED_VALIDATION
"Galaxy S25 FE
(ร่วม SF+)",-,12,D,STANDARD_PAYMENT > ราคาปกติ (RRP),26900.0,field,RET- 17-18-R12,PASSED_VALIDATION
"Galaxy S25 FE
(ร่วม SF+)",-,12,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),3000.0,field,RET- 17-18-R12,PASSED_VALIDATION
"Galaxy S25 FE
(ร่วม SF+)",-,12,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 17-18-R12,PASSED_VALIDATION
"Galaxy S25 FE
(ร่วม SF+)",-,12,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.15,field,RET- 17-18-R12,PASSED_VALIDATION
"Galaxy S25 FE
(ร่วม SF+)",-,12,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),23900.0,field,RET- 17-18-R12,PASSED_VALIDATION
"Galaxy S25 FE
(ร่วม SF+)",-,12,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),SF+ ดาวน์ไม่เกิน 10%,field,RET- 17-18-R12,PASSED_VALIDATION
"Galaxy S25 FE
(ร่วม SF+)",-,13,D,STANDARD_PAYMENT > ราคาปกติ (RRP),22900.0,field,RET- 17-18-R13,PASSED_VALIDATION
"Galaxy S25 FE
(ร่วม SF+)",-,13,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),3000.0,field,RET- 17-18-R13,PASSED_VALIDATION
"Galaxy S25 FE
(ร่วม SF+)",-,13,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 17-18-R13,PASSED_VALIDATION
"Galaxy S25 FE
(ร่วม SF+)",-,13,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.15,field,RET- 17-18-R13,PASSED_VALIDATION
"Galaxy S25 FE
(ร่วม SF+)",-,13,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),19900.0,field,RET- 17-18-R13,PASSED_VALIDATION
"Galaxy S25 FE
(ร่วม SF+)",-,13,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),SF+ ดาวน์ไม่เกิน 10%,field,RET- 17-18-R13,PASSED_VALIDATION
"Galaxy S25 FE
(ไม่ร่วม SF+)",-,14,D,STANDARD_PAYMENT > ราคาปกติ (RRP),26900.0,field,RET- 17-18-R14,PASSED_VALIDATION
"Galaxy S25 FE
(ไม่ร่วม SF+)",-,14,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),6000.0,field,RET- 17-18-R14,PASSED_VALIDATION
"Galaxy S25 FE
(ไม่ร่วม SF+)",-,14,F,STANDARD_PAYMENT > คูปอง (Price Coupon),02,field,RET- 17-18-R14,PASSED_VALIDATION
"Galaxy S25 FE
(ไม่ร่วม SF+)",-,14,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),20900.0,field,RET- 17-18-R14,PASSED_VALIDATION
"Galaxy S25 FE
(ไม่ร่วม SF+)",-,14,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),(ไม่สามารถใช้ร่วมกับ SF+ ได้),field,RET- 17-18-R14,PASSED_VALIDATION
"Galaxy S25 FE
(ไม่ร่วม SF+)",-,15,D,STANDARD_PAYMENT > ราคาปกติ (RRP),22900.0,field,RET- 17-18-R15,PASSED_VALIDATION
"Galaxy S25 FE
(ไม่ร่วม SF+)",-,15,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),5000.0,field,RET- 17-18-R15,PASSED_VALIDATION
"Galaxy S25 FE
(ไม่ร่วม SF+)",-,15,F,STANDARD_PAYMENT > คูปอง (Price Coupon),02,field,RET- 17-18-R15,PASSED_VALIDATION
"Galaxy S25 FE
(ไม่ร่วม SF+)",-,15,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),17900.0,field,RET- 17-18-R15,PASSED_VALIDATION
"Galaxy S25 FE
(ไม่ร่วม SF+)",-,15,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),(ไม่สามารถใช้ร่วมกับ SF+ ได้),field,RET- 17-18-R15,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,16,D,STANDARD_PAYMENT > ราคาปกติ (RRP),93900.0,field,RET- 17-18-R16,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,16,H,TRADE_UP > ส่วนลดเทรดอัพ (Trade Up Discount),7000.0,field,RET- 17-18-R16,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,16,I,TRADE_UP > รหัสการชำระ (Payment Code: T-UP-CO-S),T-UP-CO-S,field,RET- 17-18-R16,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,16,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),86900.0,field,RET- 17-18-R16,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,17,D,STANDARD_PAYMENT > ราคาปกติ (RRP),77900.0,field,RET- 17-18-R17,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,17,H,TRADE_UP > ส่วนลดเทรดอัพ (Trade Up Discount),5000.0,field,RET- 17-18-R17,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,17,I,TRADE_UP > รหัสการชำระ (Payment Code: T-UP-CO-S),T-UP-CO-S,field,RET- 17-18-R17,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,17,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),72900.0,field,RET- 17-18-R17,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,18,D,STANDARD_PAYMENT > ราคาปกติ (RRP),69900.0,field,RET- 17-18-R18,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,18,H,TRADE_UP > ส่วนลดเทรดอัพ (Trade Up Discount),5000.0,field,RET- 17-18-R18,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,18,I,TRADE_UP > รหัสการชำระ (Payment Code: T-UP-CO-S),T-UP-CO-S,field,RET- 17-18-R18,PASSED_VALIDATION
Galaxy Z Fold8 Ultra,-,18,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),64900.0,field,RET- 17-18-R18,PASSED_VALIDATION
Galaxy Z Fold8,-,19,D,STANDARD_PAYMENT > ราคาปกติ (RRP),85900.0,field,RET- 17-18-R19,PASSED_VALIDATION
Galaxy Z Fold8,-,19,H,TRADE_UP > ส่วนลดเทรดอัพ (Trade Up Discount),7000.0,field,RET- 17-18-R19,PASSED_VALIDATION
Galaxy Z Fold8,-,19,I,TRADE_UP > รหัสการชำระ (Payment Code: T-UP-CO-S),T-UP-CO-S,field,RET- 17-18-R19,PASSED_VALIDATION
Galaxy Z Fold8,-,19,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),78900.0,field,RET- 17-18-R19,PASSED_VALIDATION
Galaxy Z Fold8,-,20,D,STANDARD_PAYMENT > ราคาปกติ (RRP),69900.0,field,RET- 17-18-R20,PASSED_VALIDATION
Galaxy Z Fold8,-,20,H,TRADE_UP > ส่วนลดเทรดอัพ (Trade Up Discount),5000.0,field,RET- 17-18-R20,PASSED_VALIDATION
Galaxy Z Fold8,-,20,I,TRADE_UP > รหัสการชำระ (Payment Code: T-UP-CO-S),T-UP-CO-S,field,RET- 17-18-R20,PASSED_VALIDATION
Galaxy Z Fold8,-,20,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),64900.0,field,RET- 17-18-R20,PASSED_VALIDATION
Galaxy Z Fold8,-,21,D,STANDARD_PAYMENT > ราคาปกติ (RRP),61900.0,field,RET- 17-18-R21,PASSED_VALIDATION
Galaxy Z Fold8,-,21,H,TRADE_UP > ส่วนลดเทรดอัพ (Trade Up Discount),5000.0,field,RET- 17-18-R21,PASSED_VALIDATION
Galaxy Z Fold8,-,21,I,TRADE_UP > รหัสการชำระ (Payment Code: T-UP-CO-S),T-UP-CO-S,field,RET- 17-18-R21,PASSED_VALIDATION
Galaxy Z Fold8,-,21,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),56900.0,field,RET- 17-18-R21,PASSED_VALIDATION
Galaxy Z Flip8,-,22,D,STANDARD_PAYMENT > ราคาปกติ (RRP),50900.0,field,RET- 17-18-R22,PASSED_VALIDATION
Galaxy Z Flip8,-,22,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),5000.0,field,RET- 17-18-R22,PASSED_VALIDATION
Galaxy Z Flip8,-,22,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 17-18-R22,PASSED_VALIDATION
Galaxy Z Flip8,-,22,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),45900.0,field,RET- 17-18-R22,PASSED_VALIDATION
Galaxy Z Flip8,-,23,D,STANDARD_PAYMENT > ราคาปกติ (RRP),42900.0,field,RET- 17-18-R23,PASSED_VALIDATION
Galaxy Z Flip8,-,23,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),5000.0,field,RET- 17-18-R23,PASSED_VALIDATION
Galaxy Z Flip8,-,23,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 17-18-R23,PASSED_VALIDATION
Galaxy Z Flip8,-,23,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),37900.0,field,RET- 17-18-R23,PASSED_VALIDATION
Galaxy Z Fold 7,-,24,D,STANDARD_PAYMENT > ราคาปกติ (RRP),87900.0,field,RET- 17-18-R24,PASSED_VALIDATION
Galaxy Z Fold 7,-,24,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),18000.0,field,RET- 17-18-R24,PASSED_VALIDATION
Galaxy Z Fold 7,-,24,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 17-18-R24,PASSED_VALIDATION
Galaxy Z Fold 7,-,24,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),69900.0,field,RET- 17-18-R24,PASSED_VALIDATION
Galaxy Z Fold 7,-,24,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),คุ้มครองจอ 2 ปี / เปลี่ยนฟิล์ม ฟรี 1 ครั้ง,field,RET- 17-18-R24,PASSED_VALIDATION
Galaxy Z Fold 7,-,25,D,STANDARD_PAYMENT > ราคาปกติ (RRP),75900.0,field,RET- 17-18-R25,PASSED_VALIDATION
Galaxy Z Fold 7,-,25,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),18000.0,field,RET- 17-18-R25,PASSED_VALIDATION
Galaxy Z Fold 7,-,25,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 17-18-R25,PASSED_VALIDATION
Galaxy Z Fold 7,-,25,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),57900.0,field,RET- 17-18-R25,PASSED_VALIDATION
Galaxy Z Fold 7,-,25,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),คุ้มครองจอ 2 ปี / เปลี่ยนฟิล์ม ฟรี 1 ครั้ง,field,RET- 17-18-R25,PASSED_VALIDATION
Galaxy Z Fold 7,-,26,D,STANDARD_PAYMENT > ราคาปกติ (RRP),67900.0,field,RET- 17-18-R26,PASSED_VALIDATION
Galaxy Z Fold 7,-,26,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),18000.0,field,RET- 17-18-R26,PASSED_VALIDATION
Galaxy Z Fold 7,-,26,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 17-18-R26,PASSED_VALIDATION
Galaxy Z Fold 7,-,26,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),49900.0,field,RET- 17-18-R26,PASSED_VALIDATION
Galaxy Z Fold 7,-,26,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),คุ้มครองจอ 2 ปี / เปลี่ยนฟิล์ม ฟรี 1 ครั้ง,field,RET- 17-18-R26,PASSED_VALIDATION
Galaxy Z Flip7,-,27,D,STANDARD_PAYMENT > ราคาปกติ (RRP),48900.0,field,RET- 17-18-R27,PASSED_VALIDATION
Galaxy Z Flip7,-,27,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),11000.0,field,RET- 17-18-R27,PASSED_VALIDATION
Galaxy Z Flip7,-,27,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 17-18-R27,PASSED_VALIDATION
Galaxy Z Flip7,-,27,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),37900.0,field,RET- 17-18-R27,PASSED_VALIDATION
Galaxy Z Flip7,-,27,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),"คุ้มครองจอ 2 ปี / เปลี่ยนฟิล์ม ฟรี 1 ครั้ง
และ
SF+",field,RET- 17-18-R27,PASSED_VALIDATION
Galaxy Z Flip7,-,28,D,STANDARD_PAYMENT > ราคาปกติ (RRP),40900.0,field,RET- 17-18-R28,PASSED_VALIDATION
Galaxy Z Flip7,-,28,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),11000.0,field,RET- 17-18-R28,PASSED_VALIDATION
Galaxy Z Flip7,-,28,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET- 17-18-R28,PASSED_VALIDATION
Galaxy Z Flip7,-,28,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),29900.0,field,RET- 17-18-R28,PASSED_VALIDATION
Galaxy Z Flip7,-,28,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),"คุ้มครองจอ 2 ปี / เปลี่ยนฟิล์ม ฟรี 1 ครั้ง
และ
SF+",field,RET- 17-18-R28,PASSED_VALIDATION
Galaxy A57 5G,-,29,D,STANDARD_PAYMENT > ราคาปกติ (RRP),20999.0,field,RET- 17-18-R29,PASSED_VALIDATION
Galaxy A57 5G,-,29,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.12,field,RET- 17-18-R29,PASSED_VALIDATION
Galaxy A57 5G,-,29,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),20999.0,field,RET- 17-18-R29,PASSED_VALIDATION
Galaxy A57 5G,-,29,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),"SF+ ดาวน์ไม่เกิน 8% : (1,680 B)",field,RET- 17-18-R29,PASSED_VALIDATION
Galaxy A57 5G,-,30,D,STANDARD_PAYMENT > ราคาปกติ (RRP),17999.0,field,RET- 17-18-R30,PASSED_VALIDATION
Galaxy A57 5G,-,30,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.14,field,RET- 17-18-R30,PASSED_VALIDATION
Galaxy A57 5G,-,30,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),17999.0,field,RET- 17-18-R30,PASSED_VALIDATION
Galaxy A57 5G,-,30,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),"SF+ ดาวน์ไม่เกิน 7% : (1,260 B)",field,RET- 17-18-R30,PASSED_VALIDATION
Galaxy A57 5G,-,31,D,STANDARD_PAYMENT > ราคาปกติ (RRP),16999.0,field,RET- 17-18-R31,PASSED_VALIDATION
Galaxy A57 5G,-,31,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.15,field,RET- 17-18-R31,PASSED_VALIDATION
Galaxy A57 5G,-,31,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),16999.0,field,RET- 17-18-R31,PASSED_VALIDATION
Galaxy A57 5G,-,31,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),SF+ ดาวน์ไม่เกิน 5% :(850 B),field,RET- 17-18-R31,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,32,D,STANDARD_PAYMENT > ราคาปกติ (RRP),20999.0,field,RET- 17-18-R32,PASSED_VALIDATION
